################################################################
# ThreatFox IOCs: recent additions - CSV format                #
# Last updated: 2026-05-16 11:49:29 UTC                        #
#                                                              #
# Terms Of Use: https://threatfox.abuse.ch/faq/#tos            #
# For questions please contact threatfox [at] abuse.ch         #
################################################################
#
# "first_seen_utc","ioc_id","ioc_value","ioc_type","threat_type","fk_malware","malware_alias","malware_printable","last_seen_utc","confidence_level","is_compromised","reference","tags","anonymous","reporter"
"2026-05-16 11:49:29", "1815276", "core-ost-node-system.garden", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-16 11:51:05", "100", "False", "None", "16May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-16 11:24:07", "1815275", "runtime-core-fabric-get.garden", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-16 11:24:58", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-16 10:58:58", "1815271", "mixed-on-storage-layer.garden", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-16 10:59:12", "100", "False", "None", "16May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-16 10:37:49", "1815270", "m1ub6qaj.kabardinskymonasticismradicalism.digital", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "", "100", "False", "None", "clearfake", "1", "ttakvam"
"2026-05-16 10:35:57", "1815269", "wozk99ql.kabardinskymonasticismradicalism.digital", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-16 10:35:53", "1815268", "kabardinskymonasticismradicalism.digital", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-16 10:35:54", "100", "False", "None", "16May2026,ClearFake,Commandline,MacOS", "0", "Gi7w0rm"
"2026-05-16 10:32:52", "1815267", "virtual-gate-way.garden", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-16 10:33:42", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-16 10:07:23", "1815266", "telemetry-folder-stream-core.garden", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-16 10:08:19", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-16 09:46:35", "1815260", "38.14.248.199:443", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "2026-05-16 11:46:30", "75", "False", "None", "CobaltStrike,drb-ra", "0", "abuse_ch"
"2026-05-16 09:44:54", "1815259", "31.57.184.82:7829", "ip:port", "botnet_cc", "win.asyncrat", "None", "AsyncRAT", "2026-05-16 11:44:54", "75", "False", "None", "AsyncRAT,drb-ra,RAT", "0", "abuse_ch"
"2026-05-16 09:43:55", "1815258", "193.169.194.51:6325", "ip:port", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "2026-05-16 11:43:55", "75", "False", "None", "drb-ra,RAT,RemcosRAT", "0", "abuse_ch"
"2026-05-16 09:43:50", "1815257", "188.126.90.5:9999", "ip:port", "botnet_cc", "win.dcrat", "DarkCrystal RAT", "DCRat", "2026-05-16 11:43:49", "75", "False", "None", "DCRat,drb-ra,RAT", "0", "abuse_ch"
"2026-05-16 09:43:20", "1815256", "139.99.131.177:44444", "ip:port", "botnet_cc", "win.asyncrat", "None", "AsyncRAT", "2026-05-16 11:43:19", "75", "False", "None", "AsyncRAT,drb-ra,RAT", "0", "abuse_ch"
"2026-05-16 09:42:10", "1815255", "edge-network-on-hub.garden", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-16 09:42:28", "100", "False", "None", "16May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-16 09:16:36", "1815254", "micro-service-cluster.garden", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-16 09:16:55", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-16 08:38:14", "1815249", "packet-relay-engine.garden", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-16 08:52:08", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-16 08:36:14", "1815248", "m8to2gkj.hundred-years-old.digital", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "", "100", "False", "None", "clearfake", "1", "ttakvam"
"2026-05-16 08:35:30", "1815247", "sg5n155s.hundred-years-old.digital", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-16 08:35:45", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-16 08:30:18", "1815246", "http://18.166.47.109/getinstall64", "url", "botnet_cc", "win.valley_rat", "Winos", "ValleyRAT", "", "100", "False", "None", "RAT,ValleyRAT", "0", "abuse_ch"
"2026-05-16 08:30:13", "1815245", "18.166.223.16:6667", "ip:port", "botnet_cc", "win.valley_rat", "Winos", "ValleyRAT", "", "100", "False", "None", "RAT,ValleyRAT", "0", "abuse_ch"
"2026-05-16 08:30:10", "1815244", "8.218.110.236:443", "ip:port", "botnet_cc", "win.valley_rat", "Winos", "ValleyRAT", "", "100", "False", "None", "RAT,ValleyRAT", "0", "abuse_ch"
"2026-05-16 08:30:07", "1815243", "192.252.183.183:9000", "ip:port", "botnet_cc", "win.valley_rat", "Winos", "ValleyRAT", "", "100", "False", "None", "RAT,ValleyRAT", "0", "abuse_ch"
"2026-05-16 08:30:03", "1815242", "192.169.69.25:5580", "ip:port", "botnet_cc", "win.nanocore", "Nancrat,NanoCore", "Nanocore RAT", "", "100", "False", "None", "NanoCore,RAT", "0", "abuse_ch"
"2026-05-16 08:12:32", "1815241", "cloud-infrastructure.garden", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-16 08:13:01", "100", "False", "None", "16May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-16 07:46:54", "1815237", "get-on-processing-engine.garden", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-16 07:54:54", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-16 07:28:56", "1815236", "federated-grow-install-framework.garden", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-16 07:29:16", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-16 07:09:50", "1815235", "folder-management-core.garden", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-16 07:11:00", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-16 06:51:16", "1815229", "micro-fan-obs-plan.garden", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-16 06:51:37", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-16 06:35:57", "1815228", "9yqks5fo.downplaying-sevenleague.digital", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "", "100", "False", "None", "clearfake", "1", "ttakvam"
"2026-05-16 06:35:00", "1815227", "sx505gvg.downplaying-sevenleague.digital", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-16 06:35:34", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-16 06:32:54", "1815226", "distrib-ost-penal-network.garden", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-16 06:33:27", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-16 06:14:23", "1815225", "path-green-second-hub.garden", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-16 06:14:52", "100", "False", "None", "16May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-16 05:55:44", "1815219", "wild-folder-routing-path.garden", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-16 05:56:34", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-16 05:37:27", "1815218", "botan-it-getwork-flow.garden", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-16 05:38:28", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-16 05:00:21", "1815217", "urban-botany-station.garden", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-16 05:01:28", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-16 04:35:51", "1815214", "x0o600dr.clamshellkarakulchaalumina.digital", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "", "100", "False", "None", "clearfake", "1", "ttakvam"
"2026-05-16 04:35:00", "1815213", "2rty3po2.clamshellkarakulchaalumina.digital", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
