################################################################
# ThreatFox IOCs: recent additions - CSV format                #
# Last updated: 2026-05-14 13:08:53 UTC                        #
#                                                              #
# Terms Of Use: https://threatfox.abuse.ch/faq/#tos            #
# For questions please contact threatfox [at] abuse.ch         #
################################################################
#
# "first_seen_utc","ioc_id","ioc_value","ioc_type","threat_type","fk_malware","malware_alias","malware_printable","last_seen_utc","confidence_level","is_compromised","reference","tags","anonymous","reporter"
"2026-05-14 13:08:53", "1812168", "homansicloud.icu", "domain", "botnet_cc", "win.acr_stealer", "None", "ACR Stealer", "", "100", "False", "https://bazaar.abuse.ch/sample/b2d1de774f4aa97ff5f1b84601a94bf9904fe77607d889d8ebeb7c25fd5d0463/", "ACRStealer", "0", "abuse_ch"
"2026-05-14 13:08:53", "1812169", "ggx.hypervisor-resource-allocation.in.net", "domain", "botnet_cc", "win.acr_stealer", "None", "ACR Stealer", "", "100", "False", "https://bazaar.abuse.ch/sample/b2d1de774f4aa97ff5f1b84601a94bf9904fe77607d889d8ebeb7c25fd5d0463/", "ACRStealer", "0", "abuse_ch"
"2026-05-14 13:08:53", "1812170", "auth.unnerpectinreword.us", "domain", "botnet_cc", "win.acr_stealer", "None", "ACR Stealer", "2026-05-14 13:08:53", "100", "False", "https://bazaar.abuse.ch/sample/b2d1de774f4aa97ff5f1b84601a94bf9904fe77607d889d8ebeb7c25fd5d0463/", "ACRStealer", "0", "abuse_ch"
"2026-05-14 13:04:03", "1812158", "206.206.78.209:24789", "ip:port", "botnet_cc", "win.vshell", "None", "VShell", "", "100", "True", "None", "vshell", "1", "_ik_"
"2026-05-14 13:04:01", "1812159", "43.129.88.120:23451", "ip:port", "botnet_cc", "win.vshell", "None", "VShell", "", "100", "True", "None", "vshell", "1", "_ik_"
"2026-05-14 13:04:00", "1812160", "94.154.35.73:3333", "ip:port", "botnet_cc", "win.asyncrat", "None", "AsyncRAT", "", "100", "True", "None", "asyncrat", "1", "_ik_"
"2026-05-14 13:04:00", "1812161", "75.119.154.8:8888", "ip:port", "botnet_cc", "win.asyncrat", "None", "AsyncRAT", "", "100", "True", "None", "asyncrat", "1", "_ik_"
"2026-05-14 13:03:37", "1812162", "https://datakeluaransgp.cfd/", "url", "payload_delivery", "unknown", "None", "Unknown malware", "", "90", "False", "https://clickfix.carsonww.com/domains/datakeluaransgp.cfd", "ClickFix", "0", "CarsonWilliams"
"2026-05-14 12:52:31", "1812157", "stack-core-node-date-hash.wiki", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-14 12:53:43", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-14 12:42:02", "1812156", "4oob20cq.sue-intentioned.digital", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "", "100", "False", "None", "clearfake", "1", "ttakvam"
"2026-05-14 12:41:50", "1812155", "mzfa4p99.sue-intentioned.digital", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
