################################################################
# ThreatFox IOCs: recent additions - CSV format                #
# Last updated: 2026-05-03 03:23:44 UTC                        #
#                                                              #
# Terms Of Use: https://threatfox.abuse.ch/faq/#tos            #
# For questions please contact threatfox [at] abuse.ch         #
################################################################
#
# "first_seen_utc","ioc_id","ioc_value","ioc_type","threat_type","fk_malware","malware_alias","malware_printable","last_seen_utc","confidence_level","is_compromised","reference","tags","anonymous","reporter"
"2026-05-03 03:23:44", "1805085", "prime.rapidfirepixel.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-03 03:23:55", "100", "False", "None", "3May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-03 03:15:03", "1805084", "https://ratan-sajan.com/", "url", "payload_delivery", "win.vidar", "None", "Vidar", "", "75", "True", "None", "ClickFix,compromised,EtherHiding,Polygon,Vidar,WordPress", "1", "m_govcert_ch"
"2026-05-03 03:11:50", "1805083", "flux.rapidfirepixel.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-03 03:12:28", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-03 03:06:22", "1805081", "node.rapidfirepixel.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-03 03:07:17", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-03 03:03:12", "1805080", "zeno.bela6qit.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-03 03:03:17", "100", "False", "None", "3May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-03 03:00:28", "1805079", "cyber.rapidfirepixel.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-03 03:03:48", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-03 02:58:14", "1805078", "wave.bela6qit.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-03 02:58:19", "100", "False", "None", "3May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-03 02:52:49", "1805077", "omni.starlightnova.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-03 02:55:42", "100", "False", "None", "3May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-03 02:52:42", "1805076", "spark.bela6qit.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-03 02:52:47", "100", "False", "None", "3May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-03 02:43:08", "1805075", "shift.bela6qit.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-03 02:43:13", "100", "False", "None", "3May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-03 02:39:54", "1805074", "kilo.starlightnova.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-03 02:41:17", "100", "False", "None", "3May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-03 02:37:40", "1805073", "macro.bela6qit.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-03 02:37:46", "100", "False", "None", "3May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-03 02:34:27", "1805072", "vortex.starlightnova.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-03 02:37:35", "100", "False", "None", "3May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-03 02:26:24", "1805070", "zeta.starlightnova.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-03 02:27:24", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-03 02:26:02", "1805069", "nx22.nexo5mir.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-03 02:26:08", "100", "False", "None", "3May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-03 02:19:00", "1805067", "pulse.starlightnova.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-03 02:19:43", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-05-03 02:18:31", "1805066", "neon.nexo5mir.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-03 02:18:36", "100", "False", "None", "3May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-03 02:15:02", "1805065", "https://ushiftpro.com/", "url", "payload_delivery", "win.vidar", "None", "Vidar", "", "75", "True", "None", "ClickFix,compromised,EtherHiding,Polygon,Vidar,WordPress", "1", "m_govcert_ch"
"2026-05-03 02:13:10", "1805064", "mobi.starlightnova.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-03 02:13:49", "100", "False", "None", "3May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-03 02:13:02", "1805063", "ultra.nexo5mir.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-03 02:13:07", "100", "False", "None", "3May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-03 02:07:43", "1805062", "mass.solidstonecore.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-03 02:08:05", "100", "False", "None", "3May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-03 02:07:35", "1805061", "trace.nexo5mir.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-03 02:07:39", "100", "False", "None", "3May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-03 02:01:53", "1805060", "area.solidstonecore.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-03 02:02:37", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-03 01:56:23", "1805059", "hard.solidstonecore.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-03 01:56:54", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-05-03 01:55:42", "1805058", "delta.nexo5mir.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-03 01:55:47", "100", "False", "None", "3May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-03 01:51:13", "1805057", "base.solidstonecore.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-03 01:51:26", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-03 01:50:16", "1805056", "logic.puro2tal.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-03 01:50:21", "100", "False", "None", "3May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-03 01:45:34", "1805055", "rock.solidstonecore.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-03 01:46:04", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-03 01:44:47", "1805054", "point.puro2tal.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-03 01:44:52", "100", "False", "None", "3May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-03 01:39:27", "1805053", "iron.solidstonecore.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-03 01:40:31", "100", "False", "None", "3May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-03 01:39:18", "1805052", "mobi.puro2tal.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-03 01:39:24", "100", "False", "None", "3May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-03 01:31:44", "1805051", "tetra.puro2tal.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-03 01:31:49", "100", "False", "None", "3May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-03 01:31:29", "1805050", "temp.darkwinterlab.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-03 01:31:53", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-05-03 01:25:54", "1805049", "site.darkwinterlab.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-03 01:26:15", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-03 01:25:13", "1805048", "quant.puro2tal.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-03 01:25:18", "100", "False", "None", "3May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-03 01:19:47", "1805047", "zone.darkwinterlab.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-03 01:20:10", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-03 01:19:40", "1805046", "meta.puro2tal.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-03 01:19:45", "100", "False", "None", "3May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-03 01:13:04", "1805045", "orbit.sena9vix.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-03 01:13:09", "100", "False", "None", "3May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-03 01:09:52", "1805044", "frost.darkwinterlab.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-03 01:10:16", "100", "False", "None", "3May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
