################################################################
# ThreatFox IOCs: recent additions - CSV format                #
# Last updated: 2026-05-10 12:04:11 UTC                        #
#                                                              #
# Terms Of Use: https://threatfox.abuse.ch/faq/#tos            #
# For questions please contact threatfox [at] abuse.ch         #
################################################################
#
# "first_seen_utc","ioc_id","ioc_value","ioc_type","threat_type","fk_malware","malware_alias","malware_printable","last_seen_utc","confidence_level","is_compromised","reference","tags","anonymous","reporter"
"2026-05-10 12:04:11", "1810220", "hyper-c0ra.logicbyte.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 12:04:58", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-10 12:00:00", "1810219", "aghw.pixelnode.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 12:01:30", "100", "False", "None", "10May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-10 11:56:45", "1810218", "2t1ridv.logicbyte.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 12:00:27", "100", "False", "None", "10May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-10 11:53:31", "1810217", "vocalpro.pixelnode.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 11:56:30", "100", "False", "None", "10May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-10 11:50:18", "1810216", "curio-garde.logicbyte.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 12:00:09", "100", "False", "None", "10May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-10 11:47:00", "1810215", "dynven3um.pixelnode.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 11:47:58", "100", "False", "None", "10May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-10 11:43:45", "1810214", "vornexal5.logicbyte.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 11:45:52", "100", "False", "None", "10May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-10 11:42:52", "1810213", "quortideis.cloudmesh.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 11:44:49", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-05-10 11:37:12", "1810212", "northglyp.devmatrix.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 11:38:00", "100", "False", "None", "10May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-10 11:35:31", "1810211", "videosparrow.cloudmesh.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 11:36:05", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-05-10 11:30:39", "1810210", "offermedia.devmatrix.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 11:32:14", "100", "False", "None", "10May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-10 11:29:23", "1810209", "bay-loyal.cloudmesh.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 11:29:40", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-10 11:24:37", "1810208", "proto-s0uth.cloudmesh.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 11:25:15", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-10 11:24:03", "1810207", "woodcora.devmatrix.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 11:28:48", "100", "False", "None", "10May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-10 11:17:42", "1810206", "hyper-w4ve.cloudmesh.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 11:20:41", "100", "False", "None", "10May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-10 11:17:28", "1810205", "torrentlabel.devmatrix.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 11:17:42", "100", "False", "None", "10May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-10 11:16:15", "1810204", "protecttar.bytegrid.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 11:17:16", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-10 11:10:51", "1810203", "ht7sq.devmatrix.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 11:12:23", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-05-10 11:10:18", "1810202", "lfmfi.bytegrid.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 11:11:50", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-05-10 11:04:01", "1810201", "sercresta.mongofixcore.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 11:05:22", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-10 11:03:25", "1810200", "narr-isl.bytegrid.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 11:05:54", "100", "False", "None", "10May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-10 11:01:00", "1810199", "5pruce-hold.bytegrid.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 11:01:16", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-10 10:57:53", "1810198", "aligalpha.mongofixcore.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 10:58:04", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-10 10:54:31", "1810197", "dynmarkal.codeflux.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 10:54:59", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-05-10 10:51:00", "1810196", "kelven7or.mongofixcore.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 10:51:28", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-10 10:47:47", "1810195", "cryptovault.codeflux.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 10:48:19", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-10 10:45:37", "1810194", "142.171.172.100:17443", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "2026-05-10 11:45:42", "75", "False", "None", "CobaltStrike,drb-ra", "0", "abuse_ch"
"2026-05-10 10:45:13", "1810193", "api.apifox.top", "domain", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "2026-05-10 11:45:18", "75", "False", "None", "CobaltStrike,drb-ra", "0", "abuse_ch"
"2026-05-10 10:44:24", "1810192", "pway7.mongofixcore.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 10:44:57", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-10 10:41:32", "1810191", "zirviss9.codeflux.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 10:41:39", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-05-10 10:37:48", "1810190", "5tone-mesh.mongofixcore.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 10:38:29", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-10 10:34:49", "1810189", "queu-scan.codeflux.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 10:35:14", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-10 10:31:21", "1810188", "gentletide.setqueueat.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 10:32:00", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-05-10 10:28:38", "1810187", "lvbj1i51.codeflux.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 10:29:15", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-10 10:25:03", "1810184", "bloom7-hinge.setqueueat.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 10:25:32", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-10 10:21:57", "1810183", "shipdem.lipshellcore.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 10:22:19", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-05-10 10:20:28", "1810182", "perspectives-family.org", "domain", "botnet_cc", "win.nanocore", "Nancrat,NanoCore", "Nanocore RAT", "", "75", "False", "https://bazaar.abuse.ch/sample/206d7631a04e49e9536eb6249293651c76c8911dfc08cd33dff8df887344e7c2/", "nanocore", "0", "abuse_ch"
"2026-05-10 10:18:13", "1810181", "si1e-branch.setqueueat.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 10:18:54", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-05-10 10:15:10", "1810180", "script1-gate.lipshellcore.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 10:15:39", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-05-10 10:11:59", "1810179", "oakbalancer.setqueueat.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 10:12:29", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-05-10 10:08:46", "1810178", "boosmars.lipshellcore.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 10:10:05", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-10 10:05:47", "1810177", "anchorfreigh.setqueueat.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 10:06:13", "100", "False", "None", "10May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-10 10:02:00", "1810176", "98ykbe5.lipshellcore.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 10:02:38", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-10 09:59:13", "1810175", "solspireex3.queuedimsys.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 09:59:33", "100", "False", "None", "10May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-10 09:55:32", "1810174", "quer-graph.lipshellcore.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 09:56:03", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-10 09:52:39", "1810173", "assetprotect.queuedimsys.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 09:52:48", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-10 09:49:28", "1810172", "r3age8-index.lipshellcore.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 09:50:04", "100", "False", "None", "10May2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-05-10 09:45:23", "1810171", "sub-vit4.queuedimsys.lat", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-05-10 09:47:52", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-05-10 09:44:56", "1810170", "57.158.27.132:8080", "ip:port", "botnet_cc", "win.sliver", "None", "Sliver", "2026-05-10 11:44:54", "75", "False", "None", "drb-ra,Sliver", "0", "abuse_ch"
"2026-05-10 09:44:39", "1810169", "43.133.149.36:18080", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "2026-05-10 11:44:38", "75", "False", "None", "drb-ra,Mythic", "0", "abuse_ch"
"2026-05-10 09:43:50", "1810168", "207.56.2.25:7443", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "2026-05-10 11:43:48", "75", "False", "None", "drb-ra,Mythic", "0", "abuse_ch"
"2026-05-10 09:43:47", "1810167", "198.23.185.234:7707", "ip:port", "botnet_cc", "win.asyncrat", "None", "AsyncRAT", "2026-05-10 11:43:45", "75", "False", "None", "AsyncRAT,drb-ra,RAT", "0", "abuse_ch"
"2026-05-10 09:43:45", "1810166", "194.26.192.229:50", "ip:port", "botnet_cc", "win.asyncrat", "None", "AsyncRAT", "2026-05-10 11:43:43", "75", "False", "None", "AsyncRAT,drb-ra,RAT", "0", "abuse_ch"
"2026-05-10 09:43:41", "1810165", "192.159.99.183:8080", "ip:port", "botnet_cc", "elf.evilginx", "None", "Evilginx", "2026-05-10 11:43:40", "75", "False", "None", "drb-ra,Evilginx,EvilGoPhish", "0", "abuse_ch"
"2026-05-10 09:43:33", "1810164", "179.43.134.189:9968", "ip:port", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "2026-05-10 11:43:32", "75", "False", "None", "drb-ra,RAT,RemcosRAT", "0", "abuse_ch"
"2026-05-10 09:43:31", "1810163", "175.27.164.136:7443", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "2026-05-10 11:43:30", "75", "False", "None", "drb-ra,Mythic", "0", "abuse_ch"
"2026-05-10 09:43:27", "1810162", "172.245.152.57:443", "ip:port", "botnet_cc", "win.havoc", "Havokiz", "Havoc", "2026-05-10 11:43:27", "75", "False", "None", "drb-ra,Havoc", "0", "abuse_ch"
